,Item,Tag
27803,16/05/2022,dates
27804,Feb 15th 2023,dates
27805,05/01/2020,dates
27806,04/26/2024,dates
27807,Jul 2nd 2024,dates
27808,09/04/2024,dates
27809,05/02/2020,dates
27810,October 5 2024,dates
27811,November 15 2022,dates
27812,11/09/2023,dates
27813,October 31 2020,dates
27814,Apr 7th 2021,dates
27815,June 21 2024,dates
27816,Jan 3rd 2020,dates
27817,Jul 15th 2021,dates
27818,Jul 7th 2024,dates
27819,Dec 1st 2023,dates
27820,Nov 21st 2021,dates
27821,November 19 2021,dates
27822,May 29th 2024,dates
27823,07/21/2024,dates
27824,May 30th 2021,dates
27825,August 1 2021,dates
27826,05/12/2022,dates
27827,05/06/2024,dates
27828,01/21/2021,dates
27829,Oct 1st 2024,dates
27830,24/10/2020,dates
27831,07/11/2020,dates
27832,14/05/2020,dates
27833,09/11/2020,dates
27834,07/03/2020,dates
27835,20/10/2023,dates
27836,Sep 2nd 2022,dates
27837,May 7th 2020,dates
27838,Aug 29th 2023,dates
27839,Aug 10th 2021,dates
27840,Dec 18th 2020,dates
27841,12/20/2022,dates
27842,November 28 2024,dates
27843,15/04/2021,dates
27844,02/07/2020,dates
27845,06/09/2022,dates
27846,Jul 29th 2021,dates
27847,07/04/2022,dates
27848,Nov 16th 2020,dates
27849,06/18/2023,dates
27850,08/11/2023,dates
27851,Sep 10th 2020,dates
27852,22/09/2021,dates
27853,07/04/2023,dates
27854,Oct 4th 2024,dates
27855,11/02/2023,dates
27856,September 9 2021,dates
27857,12/05/2024,dates
27858,11/10/2022,dates
27859,January 4 2023,dates
27860,Nov 24th 2023,dates
27861,02/05/2020,dates
27862,09/04/2023,dates
27863,02/14/2024,dates
27864,January 21 2022,dates
27865,27/01/2021,dates
27866,06/08/2024,dates
27867,June 11 2022,dates
27868,July 24 2024,dates
27869,12/06/2023,dates
27870,November 6 2024,dates
27871,08/27/2022,dates
27872,Sep 14th 2023,dates
27873,Jun 27th 2024,dates
27874,08/07/2024,dates
27875,06/07/2021,dates
27876,Sep 14th 2024,dates
27877,12/08/2020,dates
27878,01/04/2024,dates
27879,July 7 2024,dates
27880,27/05/2021,dates
27881,24/03/2024,dates
27882,08/23/2024,dates
27883,July 10 2021,dates
27884,December 28 2022,dates
27885,August 19 2023,dates
27886,May 8 2024,dates
27887,June 17 2023,dates
27888,30/12/2022,dates
27889,03/23/2020,dates
27890,10/18/2023,dates
27891,07/10/2023,dates
27892,08/01/2020,dates
27893,Nov 2nd 2023,dates
27894,11/01/2020,dates
27895,June 25 2020,dates
27896,09/08/2022,dates
27897,Aug 5th 2023,dates
27898,11/15/2024,dates
27899,March 25 2024,dates
27900,04/02/2024,dates
27901,30/11/2020,dates
27902,25/12/2020,dates
27903,09/03/2021,dates
27904,July 5 2020,dates
27905,27/10/2023,dates
27906,25/11/2021,dates
27907,Oct 3rd 2020,dates
27908,05/11/2024,dates
27909,02/12/2024,dates
27910,12/12/2021,dates
27911,Jul 4th 2022,dates
27912,Dec 18th 2021,dates
27913,June 13 2021,dates
27914,Sep 16th 2022,dates
27915,06/30/2022,dates
27916,Nov 11th 2020,dates
27917,Mar 9th 2022,dates
27918,18/08/2024,dates
27919,10/10/2023,dates
27920,Nov 27th 2021,dates
27921,July 3 2021,dates
27922,10/06/2020,dates
27923,19/02/2023,dates
27924,22/12/2023,dates
27925,14/05/2021,dates
27926,29/07/2024,dates
27927,June 21 2021,dates
27928,September 28 2022,dates
27929,July 22 2020,dates
27930,08/22/2023,dates
27931,22/10/2020,dates
27932,Aug 22nd 2021,dates
27933,06/13/2022,dates
27934,March 18 2024,dates
27935,08/24/2020,dates
27936,04/18/2023,dates
27937,04/12/2024,dates
27938,05/15/2024,dates
27939,Jan 28th 2022,dates
27940,March 11 2021,dates
27941,Oct 10th 2023,dates
27942,August 31 2022,dates
27943,November 3 2022,dates
27944,April 25 2023,dates
27945,04/09/2023,dates
27946,11/02/2023,dates
27947,Dec 4th 2022,dates
27948,May 10 2022,dates
27949,March 4 2021,dates
27950,December 26 2024,dates
27951,March 24 2023,dates
27952,11/21/2023,dates
27953,05/10/2022,dates
27954,Jan 17th 2020,dates
27955,10/10/2023,dates
27956,16/08/2023,dates
27957,12/26/2021,dates
27958,November 21 2023,dates
27959,Jan 7th 2020,dates
27960,Jan 7th 2020,dates
27961,May 1 2021,dates
27962,11/12/2022,dates
27963,28/12/2024,dates
27964,Jan 27th 2020,dates
27965,09/10/2024,dates
27966,15/02/2021,dates
27967,14/07/2021,dates
27968,29/05/2024,dates
27969,07/05/2022,dates
27970,December 23 2020,dates
27971,01/11/2023,dates
27972,11/15/2020,dates
27973,26/02/2021,dates
27974,01/12/2023,dates
27975,15/06/2020,dates
27976,03/10/2023,dates
27977,10/13/2021,dates
27978,June 8 2020,dates
27979,Sep 27th 2020,dates
27980,25/12/2020,dates
27981,07/07/2024,dates
27982,02/06/2021,dates
27983,Oct 14th 2021,dates
27984,Mar 22nd 2023,dates
27985,12/07/2022,dates
27986,06/29/2024,dates
27987,11/07/2020,dates
27988,21/07/2023,dates
27989,06/27/2024,dates
27990,07/11/2021,dates
27991,March 14 2022,dates
27992,28/05/2021,dates
27993,02/01/2021,dates
27994,December 13 2020,dates
27995,Apr 30th 2021,dates
27996,Feb 23rd 2023,dates
27997,16/12/2022,dates
27998,May 10 2020,dates
27999,26/08/2020,dates
28000,December 25 2020,dates
28001,Dec 9th 2022,dates
28002,11/23/2020,dates
28003,04/11/2020,dates
28004,10/02/2022,dates
28005,July 3 2023,dates
28006,04/16/2021,dates
28007,02/29/2020,dates
28008,04/23/2021,dates
28009,July 19 2020,dates
28010,Nov 11th 2022,dates
28011,January 4 2023,dates
28012,30/01/2023,dates
28013,January 5 2024,dates
28014,07/25/2021,dates
28015,03/23/2021,dates
28016,Dec 27th 2020,dates
28017,09/27/2024,dates
28018,March 30 2020,dates
28019,February 9 2021,dates
28020,February 8 2024,dates
28021,Dec 21st 2021,dates
28022,08/06/2022,dates
28023,September 30 2021,dates
28024,01/21/2022,dates
28025,August 10 2023,dates
28026,September 1 2022,dates
28027,April 6 2022,dates
28028,February 4 2021,dates
28029,September 23 2023,dates
28030,May 17th 2024,dates
28031,25/11/2020,dates
28032,November 8 2022,dates
28033,07/30/2020,dates
28034,Sep 7th 2020,dates
28035,12/10/2021,dates
28036,Sep 24th 2024,dates
28037,Jul 26th 2022,dates
28038,Aug 29th 2023,dates
28039,December 19 2022,dates
28040,Aug 11th 2023,dates
28041,Mar 11th 2022,dates
28042,10/06/2022,dates
28043,Dec 4th 2022,dates
28044,11/19/2024,dates
28045,12/02/2021,dates
28046,October 8 2024,dates
28047,May 7 2024,dates
28048,Jun 10th 2022,dates
28049,May 17th 2024,dates
28050,Apr 11th 2020,dates
28051,Dec 10th 2020,dates
28052,Jan 8th 2023,dates
28053,03/05/2024,dates
28054,04/15/2024,dates
28055,Oct 22nd 2024,dates
28056,18/05/2021,dates
28057,09/07/2024,dates
28058,04/02/2020,dates
28059,March 17 2021,dates
28060,Oct 3rd 2020,dates
28061,September 22 2020,dates
28062,Aug 28th 2024,dates
28063,April 3 2020,dates
28064,07/17/2020,dates
28065,16/02/2020,dates
28066,March 7 2023,dates
28067,Feb 28th 2020,dates
28068,04/22/2023,dates
28069,28/02/2020,dates
28070,November 20 2021,dates
28071,12/09/2024,dates
28072,11/29/2022,dates
28073,03/23/2022,dates
28074,03/10/2023,dates
28075,08/16/2021,dates
28076,05/26/2023,dates
28077,19/04/2022,dates
28078,18/05/2021,dates
28079,09/03/2023,dates
28080,Jul 8th 2021,dates
28081,June 27 2023,dates
28082,12/09/2022,dates
28083,April 18 2023,dates
28084,07/25/2022,dates
28085,Aug 19th 2022,dates
28086,Jun 19th 2020,dates
28087,11/12/2024,dates
28088,August 8 2022,dates
28089,December 2 2021,dates
28090,Jul 25th 2022,dates
28091,20/07/2022,dates
28092,November 6 2020,dates
28093,Dec 9th 2024,dates
28094,Feb 1st 2023,dates
28095,February 19 2022,dates
28096,Apr 17th 2024,dates
28097,June 29 2023,dates
28098,13/01/2021,dates
28099,February 26 2020,dates
28100,July 19 2021,dates
28101,Apr 1st 2024,dates
28102,Mar 7th 2021,dates
28103,02/16/2023,dates
28104,05/13/2020,dates
28105,06/07/2024,dates
28106,23/06/2024,dates
28107,13/06/2020,dates
28108,07/24/2023,dates
28109,Mar 6th 2021,dates
28110,09/15/2022,dates
28111,Jun 1st 2023,dates
28112,August 6 2020,dates
28113,Aug 6th 2020,dates
28114,Jan 17th 2023,dates
28115,February 28 2020,dates
28116,01/11/2021,dates
28117,16/07/2021,dates
28118,05/26/2023,dates
28119,12/05/2023,dates
28120,September 1 2021,dates
28121,Oct 26th 2022,dates
28122,Sep 8th 2024,dates
28123,Nov 30th 2021,dates
28124,09/27/2020,dates
28125,May 18th 2021,dates
28126,08/02/2023,dates
28127,08/25/2022,dates
28128,06/03/2021,dates
28129,Dec 15th 2023,dates
28130,Apr 30th 2022,dates
28131,Jul 18th 2023,dates
28132,11/09/2020,dates
28133,09/14/2020,dates
28134,24/04/2024,dates
28135,09/30/2021,dates
28136,September 17 2022,dates
28137,30/06/2024,dates
28138,September 14 2022,dates
28139,09/03/2022,dates
28140,Feb 6th 2024,dates
28141,12/27/2024,dates
28142,06/20/2024,dates
28143,05/08/2020,dates
28144,March 29 2020,dates
28145,Nov 8th 2024,dates
28146,Jan 4th 2022,dates
28147,28/11/2021,dates
28148,28/05/2021,dates
28149,April 24 2020,dates
28150,Jan 31st 2021,dates
28151,17/11/2021,dates
28152,12/25/2021,dates
28153,12/25/2023,dates
28154,Jul 11th 2022,dates
28155,Aug 11th 2021,dates
28156,Oct 7th 2024,dates
28157,14/06/2024,dates
28158,25/04/2022,dates
28159,12/19/2022,dates
28160,10/19/2022,dates
28161,31/03/2023,dates
28162,08/22/2022,dates
28163,Sep 18th 2023,dates
28164,Nov 1st 2023,dates
28165,May 27 2024,dates
28166,04/09/2020,dates
28167,Jun 10th 2022,dates
28168,06/22/2023,dates
28169,05/14/2021,dates
28170,August 10 2023,dates
28171,03/12/2022,dates
28172,Jan 14th 2020,dates
28173,01/10/2023,dates
28174,22/05/2022,dates
28175,15/08/2023,dates
28176,Oct 21st 2022,dates
28177,Nov 17th 2021,dates
28178,11/27/2024,dates
28179,Sep 2nd 2023,dates
28180,May 7th 2023,dates
28181,28/12/2023,dates
28182,July 23 2021,dates
28183,22/10/2020,dates
28184,Jul 15th 2024,dates
28185,Mar 22nd 2024,dates
28186,June 18 2020,dates
28187,09/04/2022,dates
28188,05/05/2020,dates
28189,14/03/2022,dates
28190,09/03/2020,dates
28191,Mar 4th 2024,dates
28192,Aug 29th 2024,dates
28193,Jun 1st 2022,dates
28194,12/01/2024,dates
28195,Feb 18th 2023,dates
28196,11/05/2024,dates
28197,11/02/2020,dates
28198,April 12 2024,dates
28199,December 15 2021,dates
28200,November 20 2022,dates
28201,10/19/2020,dates
28202,02/28/2022,dates
28203,April 2 2023,dates
28204,08/20/2020,dates
28205,05/02/2021,dates
28206,12/17/2022,dates
28207,April 5 2020,dates
28208,Apr 19th 2020,dates
28209,May 1 2024,dates
28210,Jul 23rd 2024,dates
28211,04/09/2021,dates
28212,17/03/2020,dates
28213,03/13/2024,dates
28214,26/05/2023,dates
28215,Nov 28th 2020,dates
28216,12/03/2024,dates
28217,August 18 2024,dates
28218,13/02/2022,dates
28219,16/11/2020,dates
28220,05/12/2024,dates
28221,07/20/2022,dates
28222,05/07/2020,dates
28223,04/05/2021,dates
28224,01/16/2020,dates
28225,22/12/2023,dates
28226,08/12/2021,dates
28227,December 6 2022,dates
28228,Nov 14th 2020,dates
28229,10/16/2024,dates
28230,26/02/2024,dates
28231,Jun 4th 2021,dates
28232,02/10/2021,dates
28233,Apr 17th 2023,dates
28234,01/04/2020,dates
28235,07/03/2023,dates
28236,Nov 9th 2022,dates
28237,Jul 20th 2021,dates
28238,February 18 2021,dates
28239,June 29 2023,dates
28240,23/04/2024,dates
28241,Nov 8th 2021,dates
28242,Sep 5th 2021,dates
28243,12/20/2021,dates
28244,18/03/2022,dates
28245,Aug 6th 2022,dates
28246,Nov 4th 2022,dates
28247,07/13/2024,dates
28248,22/05/2022,dates
28249,08/01/2023,dates
28250,30/09/2022,dates
28251,Feb 24th 2024,dates
28252,Sep 3rd 2023,dates
28253,March 20 2022,dates
28254,April 3 2020,dates
28255,January 6 2022,dates
28256,December 14 2020,dates
28257,April 30 2021,dates
28258,May 12 2024,dates
28259,Jul 14th 2023,dates
28260,May 11th 2021,dates
28261,05/21/2023,dates
28262,May 17 2020,dates
28263,12/01/2021,dates
28264,Nov 4th 2020,dates
28265,09/24/2024,dates
28266,27/04/2021,dates
28267,Sep 18th 2024,dates
28268,03/08/2023,dates
28269,Jan 18th 2023,dates
28270,Oct 16th 2022,dates
28271,01/06/2024,dates
28272,17/03/2024,dates
28273,January 5 2024,dates
28274,Jan 24th 2020,dates
28275,03/10/2024,dates
28276,21/12/2022,dates
28277,November 23 2024,dates
28278,12/06/2021,dates
28279,Apr 30th 2024,dates
28280,January 2 2024,dates
28281,11/22/2022,dates
28282,January 27 2021,dates
28283,Aug 4th 2020,dates
28284,01/09/2024,dates
28285,15/12/2024,dates
28286,12/01/2023,dates
28287,02/10/2021,dates
28288,August 23 2023,dates
28289,Jan 14th 2023,dates
28290,21/02/2021,dates
28291,09/09/2021,dates
28292,Oct 13th 2020,dates
28293,January 3 2022,dates
28294,May 3rd 2023,dates
28295,April 15 2021,dates
28296,09/06/2020,dates
28297,04/12/2020,dates
28298,11/10/2020,dates
28299,06/25/2020,dates
28300,October 18 2020,dates
28301,08/05/2023,dates
28302,12/03/2021,dates
28303,May 6 2022,dates
28304,October 30 2021,dates
28305,March 13 2023,dates
28306,October 16 2024,dates
28307,March 6 2023,dates
28308,March 30 2021,dates
28309,13/10/2022,dates
28310,27/12/2024,dates
28311,28/06/2023,dates
28312,November 21 2021,dates
28313,October 21 2020,dates
28314,April 17 2023,dates
28315,Sep 1st 2020,dates
28316,02/26/2024,dates
28317,07/10/2021,dates
28318,September 16 2022,dates
28319,11/09/2024,dates
28320,Jul 11th 2024,dates
28321,07/22/2024,dates
28322,Nov 29th 2024,dates
28323,October 8 2024,dates
28324,05/08/2022,dates
28325,05/05/2021,dates
28326,May 21st 2021,dates
28327,31/08/2021,dates
28328,May 16th 2024,dates
28329,11/12/2020,dates
28330,20/04/2021,dates
28331,August 16 2023,dates
28332,October 23 2021,dates
28333,Sep 13th 2020,dates
28334,05/30/2022,dates
28335,12/29/2023,dates
28336,Jan 6th 2024,dates
28337,Dec 21st 2021,dates
28338,Dec 17th 2022,dates
28339,18/12/2023,dates
28340,Mar 31st 2022,dates
28341,October 20 2023,dates
28342,January 8 2020,dates
28343,07/06/2020,dates
28344,May 7th 2020,dates
28345,25/03/2020,dates
28346,December 29 2024,dates
28347,Nov 24th 2020,dates
28348,Jan 2nd 2023,dates
28349,03/23/2022,dates
28350,07/26/2020,dates
28351,13/09/2020,dates
28352,17/03/2022,dates
28353,03/16/2023,dates
28354,Mar 7th 2021,dates
28355,12/01/2024,dates
28356,February 9 2023,dates
28357,Feb 26th 2023,dates
28358,April 14 2023,dates
28359,Apr 13th 2021,dates
28360,Jun 26th 2024,dates
28361,05/14/2020,dates
28362,August 2 2020,dates
28363,June 27 2020,dates
28364,08/20/2021,dates
28365,08/01/2020,dates
28366,Mar 8th 2021,dates
28367,04/03/2021,dates
28368,31/07/2024,dates
28369,Feb 16th 2024,dates
28370,Feb 25th 2022,dates
28371,Feb 19th 2021,dates
28372,June 30 2020,dates
28373,December 5 2022,dates
28374,15/12/2020,dates
28375,Aug 1st 2020,dates
28376,28/10/2023,dates
28377,June 8 2024,dates
28378,09/12/2020,dates
28379,09/26/2021,dates
28380,May 11 2021,dates
28381,08/12/2020,dates
28382,September 1 2021,dates
28383,Dec 3rd 2023,dates
28384,June 23 2024,dates
28385,04/13/2020,dates
28386,March 5 2020,dates
28387,November 7 2020,dates
28388,23/07/2021,dates
28389,01/05/2021,dates
28390,28/01/2024,dates
28391,March 25 2020,dates
28392,November 24 2024,dates
28393,05/14/2023,dates
28394,07/24/2024,dates
28395,October 5 2023,dates
28396,August 21 2020,dates
28397,September 13 2024,dates
28398,02/03/2024,dates
28399,21/10/2021,dates
28400,Jul 7th 2023,dates
28401,October 5 2021,dates
28402,May 15 2023,dates
28403,09/11/2022,dates
28404,June 8 2020,dates
28405,Dec 18th 2023,dates
28406,07/24/2024,dates
28407,October 6 2024,dates
28408,February 5 2023,dates
28409,July 9 2024,dates
28410,Dec 15th 2024,dates
28411,March 18 2023,dates
28412,08/07/2023,dates
28413,Jan 4th 2024,dates
28414,Aug 26th 2020,dates
28415,01/08/2023,dates
28416,22/04/2020,dates
28417,Feb 18th 2020,dates
28418,31/01/2023,dates
28419,01/12/2022,dates
28420,05/12/2024,dates
28421,July 10 2024,dates
28422,12/03/2022,dates
28423,03/10/2023,dates
28424,04/05/2023,dates
28425,January 20 2023,dates
28426,12/19/2020,dates
28427,Oct 18th 2024,dates
28428,10/20/2020,dates
28429,Aug 4th 2020,dates
28430,Mar 20th 2024,dates
28431,03/08/2021,dates
28432,May 18 2021,dates
28433,22/11/2024,dates
28434,29/01/2023,dates
28435,May 12 2023,dates
28436,April 3 2023,dates
28437,June 8 2020,dates
28438,05/07/2022,dates
28439,03/05/2021,dates
28440,08/03/2020,dates
28441,17/07/2022,dates
28442,Dec 16th 2023,dates
28443,01/09/2020,dates
28444,09/08/2024,dates
28445,June 22 2022,dates
28446,04/27/2023,dates
28447,12/11/2024,dates
28448,Sep 21st 2021,dates
28449,09/01/2024,dates
28450,June 19 2020,dates
28451,November 10 2020,dates
28452,Nov 21st 2023,dates
28453,04/11/2024,dates
28454,27/01/2020,dates
28455,Sep 4th 2020,dates
28456,13/11/2022,dates
28457,10/17/2024,dates
28458,Jul 4th 2021,dates
28459,Mar 13th 2023,dates
28460,15/02/2024,dates
28461,April 3 2021,dates
28462,24/06/2020,dates
28463,May 28th 2021,dates
28464,02/03/2022,dates
28465,10/04/2022,dates
28466,October 22 2024,dates
28467,Nov 8th 2023,dates
28468,May 19 2022,dates
28469,11/25/2023,dates
28470,Oct 16th 2023,dates
28471,Jul 27th 2022,dates
28472,20/05/2024,dates
28473,August 27 2020,dates
28474,April 10 2023,dates
28475,04/29/2024,dates
28476,Jun 9th 2020,dates
28477,August 11 2023,dates
28478,May 28 2020,dates
28479,Jun 17th 2023,dates
28480,October 7 2023,dates
28481,27/01/2023,dates
28482,July 27 2021,dates
28483,September 12 2022,dates
28484,June 16 2023,dates
28485,16/03/2023,dates
28486,July 26 2023,dates
28487,November 27 2024,dates
28488,07/14/2023,dates
28489,Aug 25th 2021,dates
28490,May 4th 2021,dates
28491,15/03/2023,dates
28492,Apr 25th 2022,dates
28493,November 10 2023,dates
28494,May 12 2021,dates
28495,03/10/2023,dates
28496,01/04/2023,dates
28497,08/07/2022,dates
28498,08/06/2022,dates
28499,Jan 1st 2022,dates
28500,Sep 5th 2020,dates
28501,Feb 7th 2023,dates
28502,02/13/2021,dates
28503,September 15 2024,dates
28504,23/06/2020,dates
28505,12/11/2023,dates
28506,22/08/2020,dates
28507,August 29 2021,dates
28508,July 28 2021,dates
28509,12/10/2022,dates
28510,01/01/2021,dates
28511,February 10 2022,dates
28512,March 23 2022,dates
28513,January 26 2021,dates
28514,13/11/2022,dates
28515,September 15 2024,dates
28516,September 10 2022,dates
28517,Dec 31st 2023,dates
28518,09/21/2022,dates
28519,Nov 19th 2021,dates
28520,21/12/2020,dates
28521,November 12 2020,dates
28522,07/06/2022,dates
28523,06/27/2023,dates
28524,Mar 20th 2023,dates
28525,01/30/2024,dates
28526,11/12/2023,dates
28527,Feb 17th 2020,dates
28528,29/03/2021,dates
28529,26/11/2022,dates
28530,23/12/2020,dates
28531,May 19 2024,dates
28532,May 25 2021,dates
28533,10/01/2021,dates
28534,Dec 5th 2022,dates
28535,November 19 2020,dates
28536,September 21 2020,dates
28537,Oct 6th 2022,dates
28538,30/06/2022,dates
28539,05/02/2021,dates
28540,May 20 2024,dates
28541,July 5 2023,dates
28542,07/08/2020,dates
28543,10/09/2024,dates
28544,June 5 2021,dates
28545,October 1 2020,dates
28546,February 27 2022,dates
28547,Feb 18th 2022,dates
28548,October 29 2021,dates
28549,06/15/2023,dates
28550,05/02/2023,dates
28551,January 30 2023,dates
28552,02/08/2022,dates
28553,12/06/2020,dates
28554,Aug 18th 2021,dates
28555,09/22/2021,dates
28556,November 9 2022,dates
28557,09/26/2024,dates
28558,11/06/2023,dates
28559,January 6 2020,dates
28560,17/01/2023,dates
28561,November 16 2020,dates
28562,09/01/2024,dates
28563,03/06/2021,dates
28564,10/12/2020,dates
28565,07/24/2024,dates
28566,12/19/2024,dates
28567,Oct 24th 2023,dates
28568,25/02/2023,dates
28569,12/09/2021,dates
28570,23/03/2023,dates
28571,06/30/2023,dates
28572,Jun 14th 2020,dates
28573,Jan 12th 2023,dates
28574,Dec 26th 2021,dates
28575,01/23/2021,dates
28576,31/07/2020,dates
28577,14/11/2022,dates
28578,May 14 2023,dates
28579,02/25/2020,dates
28580,May 20th 2020,dates
28581,February 3 2022,dates
28582,March 26 2020,dates
28583,26/12/2020,dates
28584,Nov 29th 2020,dates
28585,02/23/2023,dates
28586,05/02/2021,dates
28587,April 28 2020,dates
28588,Oct 18th 2022,dates
28589,Dec 11th 2020,dates
28590,20/07/2022,dates
28591,15/03/2021,dates
28592,10/02/2024,dates
28593,11/09/2023,dates
28594,Dec 17th 2024,dates
28595,03/23/2024,dates
28596,October 29 2020,dates
28597,Oct 27th 2023,dates
28598,01/21/2020,dates
28599,01/01/2023,dates
28600,11/29/2020,dates
28601,11/14/2020,dates
28602,05/09/2024,dates
28603,Apr 6th 2024,dates
28604,May 8th 2023,dates
28605,23/05/2021,dates
28606,12/07/2022,dates
28607,10/23/2020,dates
28608,May 22nd 2021,dates
28609,17/04/2023,dates
28610,May 19 2021,dates
28611,Jul 5th 2023,dates
28612,Jun 16th 2023,dates
28613,October 2 2020,dates
