,dates
12823,09/07/2023
12824,04/14/2021
12825,07/12/2021
12826,06/21/2023
12827,20/02/2024
12828,October 4 2020
12829,04/09/2022
12830,March 13 2021
12831,Aug 28th 2024
12832,Jul 31st 2022
12833,10/25/2021
12834,04/08/2022
12835,02/09/2022
12836,06/06/2022
12837,10/15/2020
12838,13/11/2022
12839,09/09/2022
12840,Jul 14th 2022
12841,August 8 2024
12842,09/11/2022
12843,01/08/2023
12844,04/19/2021
12845,May 4 2022
12846,Nov 22nd 2024
12847,Feb 18th 2022
12848,17/12/2023
12849,Jan 21st 2020
12850,February 15 2021
12851,03/07/2024
12852,13/11/2021
12853,02/03/2024
12854,May 4 2024
12855,01/19/2023
12856,March 26 2024
12857,10/18/2021
12858,Jul 24th 2021
12859,Sep 23rd 2021
12860,August 15 2022
12861,Jul 29th 2021
12862,Jun 23rd 2022
12863,27/12/2024
12864,Oct 29th 2020
12865,Aug 26th 2024
12866,Dec 18th 2023
12867,June 21 2024
12868,17/05/2021
12869,Aug 28th 2024
12870,02/21/2023
12871,04/11/2024
12872,May 29th 2024
12873,03/12/2024
12874,05/05/2023
12875,07/04/2020
12876,Dec 24th 2021
12877,November 2 2023
12878,June 26 2022
12879,11/16/2022
12880,October 3 2021
12881,December 4 2020
12882,10/10/2022
12883,July 28 2021
12884,March 9 2020
12885,02/06/2023
12886,May 27 2020
12887,Aug 29th 2023
12888,March 22 2021
12889,09/13/2020
12890,22/11/2022
12891,Jul 22nd 2023
12892,31/08/2020
12893,July 14 2020
12894,December 6 2020
12895,September 19 2021
12896,06/08/2022
12897,08/24/2021
12898,Jun 12th 2023
12899,16/01/2022
12900,17/05/2023
12901,10/23/2022
12902,May 24 2021
12903,Dec 17th 2021
12904,May 23 2024
12905,Oct 19th 2022
12906,05/12/2021
12907,September 10 2023
12908,07/31/2020
12909,August 19 2021
12910,August 16 2021
12911,May 20th 2022
12912,15/08/2022
12913,08/24/2023
12914,Aug 28th 2021
12915,July 20 2021
12916,28/04/2024
12917,12/15/2024
12918,Jan 13th 2020
12919,09/16/2024
12920,23/04/2020
12921,January 2 2022
12922,04/25/2021
12923,08/17/2020
12924,02/04/2023
12925,03/13/2022
12926,March 30 2022
12927,29/08/2024
12928,Nov 12th 2022
12929,Feb 26th 2020
12930,14/08/2023
12931,Mar 21st 2021
12932,10/05/2022
12933,03/05/2021
12934,Jul 2nd 2020
12935,06/15/2023
12936,29/08/2024
12937,10/28/2024
12938,09/02/2021
12939,June 5 2024
12940,17/07/2024
12941,Apr 12th 2021
12942,September 11 2020
12943,May 12 2023
12944,03/20/2022
12945,09/09/2020
12946,24/09/2024
12947,05/22/2023
12948,Jul 10th 2022
12949,August 10 2020
12950,May 29th 2024
12951,01/12/2022
12952,03/04/2023
12953,09/21/2024
12954,February 4 2020
12955,July 20 2023
12956,Jan 2nd 2023
12957,Jul 24th 2023
12958,12/06/2023
12959,Jan 5th 2024
12960,01/10/2023
12961,March 26 2022
12962,August 4 2020
12963,January 12 2023
12964,29/04/2022
12965,01/23/2021
12966,October 10 2023
12967,14/05/2020
12968,Apr 25th 2023
12969,09/10/2024
12970,05/10/2023
12971,20/11/2021
12972,Oct 17th 2020
12973,12/25/2021
12974,Oct 10th 2022
12975,03/03/2022
12976,Dec 28th 2020
12977,01/10/2021
12978,07/08/2023
12979,May 8 2021
12980,April 15 2024
12981,Dec 23rd 2023
12982,Apr 26th 2024
12983,02/05/2024
12984,Apr 30th 2021
12985,Jul 14th 2020
12986,06/09/2023
12987,28/03/2022
12988,August 12 2022
12989,Nov 5th 2021
12990,December 25 2022
12991,Dec 5th 2020
12992,Apr 17th 2020
12993,Apr 24th 2024
12994,January 8 2021
12995,January 18 2024
12996,September 9 2024
12997,Jan 13th 2024
12998,06/28/2021
12999,September 7 2023
13000,Jul 30th 2021
13001,May 17 2024
13002,April 10 2022
13003,06/16/2021
13004,June 26 2021
13005,07/13/2024
13006,02/05/2023
13007,06/28/2021
13008,09/21/2020
13009,08/31/2022
13010,11/17/2024
13011,20/12/2023
13012,31/03/2023
13013,22/01/2024
13014,Apr 12th 2021
13015,17/10/2022
13016,Mar 29th 2024
13017,22/05/2024
13018,06/09/2021
13019,May 21st 2022
13020,10/26/2024
13021,May 27 2023
13022,January 7 2021
13023,09/02/2020
13024,Jun 16th 2021
13025,Mar 19th 2022
13026,04/16/2023
13027,Nov 9th 2022
13028,August 10 2020
13029,01/13/2021
13030,06/12/2021
13031,06/16/2024
13032,August 10 2022
13033,05/05/2020
13034,Jul 4th 2021
13035,22/06/2023
13036,January 5 2020
13037,April 16 2023
13038,11/07/2020
13039,20/11/2022
13040,Jul 20th 2021
13041,12/12/2024
13042,June 26 2022
13043,Jul 16th 2021
13044,03/05/2023
13045,Aug 29th 2024
13046,09/04/2023
13047,14/07/2023
13048,23/04/2021
13049,June 22 2024
13050,December 8 2023
13051,January 9 2021
13052,July 30 2021
13053,23/09/2023
13054,May 21st 2020
13055,11/12/2023
13056,05/03/2024
13057,08/26/2021
13058,Feb 10th 2021
13059,October 22 2021
13060,03/31/2022
13061,June 17 2023
13062,29/05/2020
13063,April 28 2021
13064,May 22 2020
13065,Jul 12th 2020
13066,06/09/2021
13067,Sep 25th 2024
13068,11/10/2022
13069,Aug 7th 2021
13070,Jun 19th 2020
13071,15/04/2021
13072,Apr 19th 2022
13073,Jul 25th 2021
13074,Oct 16th 2023
13075,24/07/2020
13076,May 22 2023
13077,Mar 21st 2022
13078,Oct 26th 2023
13079,March 9 2023
13080,01/16/2023
13081,17/08/2021
13082,06/27/2022
13083,Jun 3rd 2021
13084,10/29/2023
13085,Jan 15th 2024
13086,23/07/2023
13087,Oct 25th 2023
13088,Feb 7th 2022
13089,May 27th 2023
13090,12/22/2022
13091,05/19/2021
13092,Jul 17th 2024
13093,March 18 2023
13094,08/07/2021
13095,14/09/2022
13096,10/31/2024
13097,June 15 2024
13098,06/12/2020
13099,20/05/2020
13100,Oct 3rd 2023
13101,Apr 12th 2020
13102,May 8 2022
13103,June 12 2021
13104,05/19/2021
13105,07/12/2024
13106,05/13/2022
13107,August 16 2023
13108,Dec 1st 2024
13109,11/09/2022
13110,Feb 1st 2022
13111,06/13/2023
13112,Apr 19th 2023
13113,Aug 29th 2023
13114,Sep 27th 2021
13115,05/11/2021
13116,06/03/2024
13117,05/03/2023
13118,Jun 21st 2022
13119,11/03/2023
13120,April 10 2024
13121,10/08/2022
13122,10/24/2022
13123,28/09/2021
13124,February 29 2020
13125,Jan 18th 2022
13126,06/15/2021
13127,Oct 3rd 2024
13128,07/13/2023
13129,05/13/2022
13130,02/22/2023
13131,Oct 4th 2021
13132,August 27 2023
13133,February 4 2021
13134,10/03/2021
13135,09/24/2024
13136,Jun 16th 2022
13137,August 10 2024
13138,24/11/2021
13139,Jul 17th 2021
13140,January 27 2023
13141,08/23/2023
13142,13/07/2023
13143,Apr 23rd 2024
13144,Jun 21st 2020
13145,Jun 10th 2024
13146,21/08/2023
13147,December 2 2021
13148,Jun 5th 2024
13149,December 4 2022
13150,August 17 2023
13151,May 20 2020
13152,September 30 2022
13153,December 16 2021
13154,October 3 2024
13155,08/10/2024
13156,Sep 19th 2024
13157,27/12/2023
13158,Feb 10th 2020
13159,19/03/2023
13160,March 1 2024
13161,September 30 2020
13162,25/01/2023
13163,05/05/2020
13164,January 27 2024
13165,19/01/2024
13166,Nov 22nd 2022
13167,July 5 2021
13168,04/28/2024
13169,October 12 2023
13170,01/01/2020
13171,16/03/2023
13172,13/03/2024
13173,08/08/2021
13174,03/08/2024
13175,Sep 9th 2023
13176,22/02/2020
13177,02/13/2020
13178,27/10/2023
13179,March 2 2023
13180,May 23 2022
13181,07/16/2023
13182,April 7 2020
13183,Oct 23rd 2023
13184,08/04/2020
13185,Jul 1st 2022
13186,Oct 24th 2024
13187,28/12/2020
13188,April 10 2021
13189,09/01/2024
13190,Feb 23rd 2021
13191,February 16 2024
13192,07/27/2021
13193,April 19 2021
13194,15/04/2024
13195,August 8 2023
13196,11/29/2024
13197,July 18 2020
13198,December 21 2022
13199,Sep 3rd 2021
13200,Feb 21st 2020
13201,October 20 2022
13202,Aug 13th 2021
13203,April 18 2020
13204,Dec 21st 2024
13205,11/18/2021
13206,May 10th 2022
13207,November 6 2023
13208,March 2 2020
13209,Jan 16th 2020
13210,April 20 2021
13211,18/09/2021
13212,06/21/2024
13213,Jul 6th 2020
13214,08/22/2020
13215,Oct 30th 2024
13216,Nov 21st 2020
13217,Jan 11th 2024
13218,April 14 2023
13219,09/08/2020
13220,May 11th 2021
13221,02/14/2020
13222,09/09/2021
13223,May 30th 2021
13224,Feb 18th 2021
13225,May 21st 2024
13226,03/07/2022
13227,Oct 7th 2020
13228,10/02/2020
13229,Feb 21st 2021
13230,05/25/2020
13231,10/07/2021
13232,Feb 3rd 2022
13233,Jun 23rd 2024
13234,January 26 2024
13235,19/01/2023
13236,May 18 2023
13237,April 17 2024
13238,01/09/2023
13239,07/11/2020
13240,Oct 27th 2024
13241,June 18 2024
13242,01/26/2024
13243,August 3 2024
13244,January 10 2021
13245,08/07/2022
13246,01/01/2021
13247,Sep 21st 2022
13248,11/13/2024
13249,February 28 2023
13250,Oct 24th 2023
13251,May 8th 2023
13252,12/11/2021
13253,Oct 30th 2024
13254,06/16/2020
13255,Sep 19th 2024
13256,June 17 2024
13257,25/07/2022
13258,10/05/2021
13259,24/01/2022
13260,02/06/2024
13261,13/02/2020
13262,July 29 2021
13263,02/04/2024
13264,Sep 4th 2021
13265,Aug 25th 2022
13266,September 22 2020
13267,09/23/2023
13268,12/29/2020
13269,08/13/2022
13270,Apr 27th 2022
13271,01/28/2021
13272,07/23/2023
13273,Mar 14th 2021
13274,June 20 2022
13275,03/12/2020
13276,11/05/2022
13277,Jan 24th 2021
13278,04/22/2021
13279,July 22 2024
13280,08/15/2023
13281,February 13 2022
13282,07/10/2020
13283,20/06/2022
13284,04/06/2021
13285,11/26/2020
13286,January 5 2021
13287,12/28/2024
13288,26/01/2024
13289,03/10/2020
13290,30/05/2023
13291,06/13/2024
13292,05/19/2024
13293,09/27/2024
13294,Mar 22nd 2024
13295,March 23 2023
13296,Mar 1st 2020
13297,Jan 28th 2023
13298,May 21st 2021
13299,05/08/2020
13300,Jun 28th 2021
13301,April 28 2021
13302,08/04/2021
13303,02/12/2020
13304,20/06/2022
13305,Sep 29th 2020
13306,10/01/2022
13307,01/16/2022
13308,March 5 2020
13309,10/12/2024
13310,March 5 2023
13311,Mar 30th 2021
13312,04/17/2024
13313,Aug 6th 2020
13314,03/21/2020
13315,05/02/2023
13316,27/09/2024
13317,07/06/2022
13318,Dec 8th 2020
13319,May 4 2023
13320,May 18th 2020
13321,Oct 19th 2021
13322,Sep 12th 2023
13323,Jun 13th 2024
13324,May 11 2021
13325,07/07/2024
13326,March 17 2021
13327,August 14 2020
13328,October 22 2020
13329,Aug 31st 2020
13330,Oct 22nd 2020
13331,May 14 2024
13332,04/21/2024
13333,27/02/2022
13334,07/11/2021
13335,Mar 30th 2021
13336,Nov 29th 2024
13337,26/01/2020
13338,05/23/2023
13339,16/11/2021
13340,November 23 2022
13341,April 14 2022
13342,February 28 2020
13343,03/08/2023
13344,23/01/2024
13345,Feb 14th 2022
13346,11/16/2024
13347,26/01/2024
13348,Aug 24th 2024
13349,11/05/2022
13350,Apr 14th 2021
13351,02/12/2024
13352,May 7 2021
13353,Aug 10th 2022
13354,20/12/2020
13355,Jul 10th 2024
13356,11/09/2020
13357,15/01/2024
13358,Apr 27th 2021
13359,May 4 2023
13360,03/09/2024
13361,July 28 2024
13362,May 11th 2021
13363,Dec 20th 2021
13364,21/02/2020
13365,10/20/2021
13366,December 16 2020
13367,03/31/2021
13368,28/04/2023
13369,10/07/2021
13370,Jan 28th 2023
13371,Dec 18th 2020
13372,12/04/2021
13373,April 27 2022
13374,Jun 17th 2022
13375,August 18 2020
13376,October 30 2024
13377,04/06/2021
13378,28/07/2023
13379,Jun 12th 2024
13380,30/05/2021
13381,August 31 2022
13382,28/09/2023
13383,03/03/2020
13384,Dec 9th 2020
13385,March 17 2024
13386,10/14/2024
13387,29/12/2024
13388,October 11 2023
13389,05/18/2024
13390,26/05/2021
13391,08/12/2024
13392,12/03/2020
13393,13/07/2022
13394,23/06/2024
13395,02/15/2022
13396,July 6 2022
13397,04/19/2024
13398,12/10/2020
13399,08/03/2024
13400,Apr 3rd 2020
13401,13/04/2020
13402,May 9th 2021
13403,11/14/2021
13404,04/12/2020
13405,Mar 8th 2024
13406,Mar 24th 2023
13407,November 24 2021
13408,12/09/2020
13409,06/10/2021
13410,01/06/2022
13411,Dec 18th 2024
13412,28/07/2023
13413,May 15th 2022
13414,January 20 2023
13415,Oct 11th 2022
13416,04/17/2020
13417,15/01/2020
13418,April 6 2022
13419,Jan 9th 2020
13420,25/08/2022
13421,November 17 2023
13422,23/04/2020
13423,Feb 4th 2020
13424,29/01/2022
13425,10/08/2024
13426,Jul 24th 2023
13427,Dec 8th 2024
13428,April 9 2023
13429,November 29 2024
13430,Jan 11th 2021
13431,Apr 21st 2021
13432,May 20 2024
13433,Apr 13th 2021
13434,Nov 3rd 2024
13435,October 22 2021
13436,June 30 2020
13437,Sep 24th 2023
13438,23/11/2023
13439,April 19 2022
13440,Apr 3rd 2023
13441,24/10/2023
13442,07/15/2024
13443,September 10 2020
13444,Aug 8th 2022
13445,12/07/2023
13446,27/12/2024
13447,Apr 15th 2020
13448,November 19 2023
13449,Nov 1st 2022
13450,January 8 2021
13451,07/07/2024
13452,Jun 21st 2021
13453,Apr 11th 2020
13454,November 12 2021
13455,10/21/2023
13456,July 4 2021
13457,08/19/2022
13458,March 30 2021
13459,July 26 2021
13460,26/05/2021
13461,December 19 2022
13462,11/02/2020
13463,08/10/2023
13464,12/29/2020
13465,04/12/2020
13466,16/08/2023
13467,03/29/2024
13468,10/28/2020
13469,02/12/2024
13470,29/05/2024
13471,02/05/2022
13472,Sep 9th 2023
13473,August 23 2022
13474,March 24 2024
13475,20/12/2020
13476,Jul 16th 2024
13477,30/01/2020
13478,Mar 5th 2024
13479,January 31 2023
13480,April 4 2020
13481,Mar 22nd 2021
13482,15/03/2020
13483,July 17 2020
13484,Sep 6th 2022
13485,18/07/2020
13486,Jul 31st 2024
13487,January 23 2024
13488,05/12/2020
13489,09/10/2021
13490,08/16/2024
13491,23/03/2024
13492,21/06/2021
13493,03/16/2020
13494,Feb 2nd 2020
13495,Jul 22nd 2022
13496,19/09/2023
13497,13/10/2021
13498,Apr 21st 2021
13499,May 17th 2024
13500,May 6th 2022
13501,03/16/2022
13502,Nov 4th 2021
13503,June 1 2021
13504,21/12/2020
13505,09/24/2021
13506,19/08/2020
13507,16/04/2022
13508,25/03/2021
13509,December 23 2023
13510,June 10 2020
13511,September 16 2022
13512,September 7 2022
13513,October 10 2022
13514,01/03/2020
13515,12/13/2024
13516,05/21/2024
13517,10/09/2023
13518,01/06/2022
13519,02/25/2022
13520,16/11/2021
13521,08/01/2024
13522,September 4 2024
13523,April 15 2021
13524,Dec 10th 2020
13525,Jul 27th 2020
13526,October 12 2020
13527,29/02/2020
13528,16/05/2022
13529,01/20/2022
13530,August 16 2024
13531,Nov 1st 2023
13532,August 12 2023
13533,August 12 2024
13534,Feb 17th 2024
13535,18/04/2020
13536,Nov 4th 2020
13537,08/17/2022
13538,March 26 2024
13539,Dec 10th 2023
13540,04/01/2023
13541,Aug 26th 2023
13542,August 12 2020
13543,26/05/2024
13544,10/08/2021
13545,Jul 6th 2022
13546,December 1 2024
13547,Jun 25th 2022
13548,06/19/2020
13549,September 6 2022
13550,19/02/2022
13551,17/07/2022
13552,December 9 2020
13553,Feb 11th 2020
13554,08/05/2024
13555,08/06/2024
13556,Sep 1st 2020
13557,10/23/2021
13558,07/25/2024
13559,May 21 2021
13560,Aug 6th 2020
13561,01/08/2021
13562,October 28 2020
13563,24/05/2024
13564,June 17 2024
13565,Nov 13th 2020
13566,Oct 23rd 2021
13567,10/31/2024
13568,January 26 2024
13569,04/24/2023
13570,05/29/2024
13571,07/19/2021
13572,08/06/2020
13573,29/09/2024
13574,23/03/2023
13575,May 20th 2024
13576,March 25 2021
13577,September 20 2020
13578,04/18/2020
13579,12/22/2024
13580,06/28/2024
13581,Jun 16th 2020
13582,March 13 2023
13583,March 18 2020
13584,10/28/2024
13585,07/12/2023
13586,March 17 2024
13587,04/01/2022
13588,July 9 2022
13589,Jul 29th 2022
13590,18/07/2024
13591,December 24 2021
13592,Jan 3rd 2024
13593,10/20/2020
13594,06/03/2020
13595,04/01/2022
13596,May 27 2023
13597,13/12/2020
13598,Aug 27th 2022
13599,September 14 2023
13600,September 16 2020
13601,26/01/2020
13602,December 22 2022
13603,05/22/2022
13604,Feb 23rd 2022
13605,May 26 2024
13606,Dec 26th 2021
13607,February 26 2021
13608,26/08/2022
13609,09/15/2024
13610,11/20/2020
13611,Jul 26th 2024
13612,12/30/2020
13613,31/12/2022
13614,Jul 26th 2022
13615,24/07/2023
13616,19/04/2020
13617,08/06/2024
13618,July 25 2022
13619,Oct 20th 2020
13620,August 12 2020
13621,September 14 2023
13622,Jan 2nd 2022
13623,04/03/2023
13624,10/18/2023
13625,Apr 28th 2020
13626,Oct 6th 2022
13627,18/09/2022
13628,Sep 16th 2022
13629,20/09/2023
13630,Jul 1st 2024
13631,Jun 16th 2024
13632,05/08/2021
13633,Oct 10th 2022
13634,12/27/2023
13635,Sep 4th 2021
13636,July 10 2021
13637,04/10/2024
13638,18/07/2024
13639,26/02/2022
13640,January 16 2023
13641,October 7 2022
13642,Jul 10th 2020
13643,04/16/2024
13644,Dec 1st 2021
13645,08/22/2022
13646,07/04/2022
13647,September 27 2020
13648,19/09/2021
13649,Jan 6th 2022
13650,06/23/2020
13651,November 1 2022
13652,Apr 17th 2024
13653,Feb 8th 2021
13654,Jan 30th 2020
13655,Apr 4th 2021
13656,08/01/2020
13657,Mar 23rd 2024
13658,January 28 2020
13659,24/04/2020
13660,Aug 30th 2021
13661,02/14/2020
13662,12/26/2023
13663,03/18/2024
13664,03/31/2020
13665,24/06/2020
13666,14/01/2021
13667,Oct 7th 2023
13668,Jul 28th 2021
13669,05/06/2020
13670,Jun 26th 2022
13671,06/07/2020
13672,02/07/2023
13673,08/03/2021
13674,22/10/2020
13675,02/18/2021
13676,Feb 3rd 2024
13677,04/07/2022
13678,March 28 2020
13679,01/09/2023
13680,09/10/2023
13681,21/02/2021
13682,07/08/2021
13683,16/08/2023
13684,June 29 2023
13685,08/06/2021
13686,February 9 2022
13687,December 4 2020
13688,07/11/2024
13689,November 11 2023
13690,13/07/2022
13691,10/19/2022
13692,29/12/2020
13693,10/06/2024
13694,04/05/2024
13695,Sep 1st 2023
13696,12/10/2022
13697,May 15th 2020
13698,25/02/2023
13699,11/19/2024
13700,October 15 2020
13701,07/23/2020
13702,01/08/2021
13703,August 17 2024
13704,Mar 31st 2021
13705,October 28 2021
13706,January 20 2021
13707,July 30 2024
13708,04/11/2024
13709,November 24 2022
13710,March 28 2022
13711,August 15 2022
13712,10/02/2021
13713,17/05/2023
13714,Dec 12th 2022
13715,December 18 2023
13716,04/26/2022
13717,December 6 2022
13718,December 22 2021
13719,Nov 17th 2021
13720,Oct 8th 2021
13721,10/30/2023
13722,June 5 2024
13723,August 21 2022
13724,28/07/2022
13725,September 22 2020
13726,Sep 9th 2022
13727,Mar 9th 2020
13728,September 26 2023
13729,April 20 2020
13730,Nov 17th 2020
13731,April 17 2023
13732,May 4th 2024
13733,04/03/2023
13734,Nov 10th 2020
13735,December 18 2020
13736,09/06/2023
13737,Oct 22nd 2022
13738,Jul 31st 2024
13739,Jan 26th 2021
13740,08/30/2023
13741,Apr 4th 2021
13742,01/14/2022
13743,May 11th 2024
13744,03/10/2024
13745,Nov 7th 2024
13746,06/01/2022
13747,03/21/2021
13748,10/22/2020
13749,Jan 17th 2021
13750,08/01/2022
13751,May 8th 2021
13752,06/05/2023
13753,Jul 8th 2022
13754,Nov 12th 2020
13755,26/01/2024
13756,September 5 2022
13757,21/03/2022
13758,August 15 2021
13759,05/12/2022
13760,06/05/2024
13761,August 23 2023
13762,Oct 21st 2023
13763,07/24/2020
13764,June 2 2020
13765,April 12 2021
13766,21/04/2022
13767,08/06/2020
13768,Mar 24th 2022
13769,10/23/2024
13770,21/11/2022
13771,May 8th 2020
13772,07/31/2021
13773,September 19 2024
13774,12/07/2022
13775,July 5 2020
13776,06/13/2020
13777,October 20 2021
13778,11/02/2023
13779,05/29/2020
13780,October 29 2022
13781,Jan 3rd 2024
13782,October 22 2022
13783,January 2 2020
13784,Aug 27th 2023
13785,09/09/2023
13786,19/06/2024
13787,25/10/2021
13788,03/12/2022
13789,Mar 1st 2021
13790,Jan 21st 2020
13791,Jan 4th 2020
13792,November 16 2024
13793,Aug 2nd 2020
13794,20/08/2023
13795,10/08/2021
13796,19/06/2022
13797,12/30/2021
13798,February 24 2020
13799,06/10/2021
13800,May 16th 2023
13801,Dec 29th 2022
13802,01/07/2020
13803,Jun 23rd 2021
13804,March 29 2020
13805,May 9th 2020
13806,July 27 2021
13807,08/05/2020
13808,19/01/2020
13809,24/05/2021
13810,November 9 2022
13811,09/29/2024
13812,04/07/2020
13813,Oct 5th 2022
13814,May 6 2022
13815,14/02/2020
13816,July 8 2024
13817,May 30th 2020
13818,Feb 26th 2021
13819,June 15 2024
13820,July 24 2023
13821,December 25 2024
13822,10/29/2021
13823,February 5 2023
13824,28/06/2023
13825,07/31/2021
13826,26/03/2020
13827,March 25 2020
13828,12/21/2024
13829,08/11/2024
13830,August 5 2023
13831,22/09/2023
13832,Apr 16th 2024
13833,21/06/2024
13834,02/12/2020
13835,July 16 2020
13836,Jan 30th 2020
13837,11/02/2021
13838,04/11/2022
13839,June 14 2021
13840,04/28/2021
13841,05/24/2020
13842,02/17/2022
13843,06/11/2022
13844,Jan 25th 2020
13845,December 18 2022
13846,11/19/2021
13847,January 19 2023
13848,01/05/2021
13849,February 19 2023
13850,Jan 14th 2024
13851,03/05/2022
13852,07/29/2024
13853,19/09/2022
13854,09/24/2023
13855,March 8 2021
13856,27/02/2020
13857,09/12/2021
13858,April 12 2021
13859,04/19/2023
13860,14/01/2024
13861,May 31 2022
13862,09/26/2024
13863,April 4 2021
13864,05/06/2023
13865,07/02/2023
13866,January 25 2024
13867,April 12 2023
13868,Oct 6th 2023
13869,Dec 17th 2021
13870,01/06/2020
13871,11/05/2024
13872,07/11/2021
13873,May 12 2022
13874,15/02/2020
13875,Jul 9th 2023
13876,December 9 2024
13877,07/16/2020
13878,04/03/2023
13879,March 31 2020
13880,07/28/2024
13881,Dec 26th 2020
13882,October 15 2021
13883,December 22 2021
13884,07/03/2024
13885,Feb 20th 2020
13886,August 19 2023
13887,November 20 2022
13888,11/02/2020
13889,02/10/2020
13890,18/07/2020
13891,08/05/2024
13892,12/11/2022
13893,12/25/2023
13894,11/03/2020
13895,Dec 4th 2024
13896,Oct 15th 2022
13897,26/11/2024
13898,04/04/2024
13899,December 13 2022
13900,09/22/2021
13901,November 7 2024
13902,31/03/2024
13903,11/26/2022
13904,09/11/2022
13905,02/25/2021
13906,Aug 31st 2023
13907,03/22/2020
13908,01/19/2024
13909,03/04/2024
13910,12/04/2024
13911,August 27 2023
13912,02/12/2024
13913,Dec 23rd 2021
13914,February 18 2023
13915,Sep 20th 2021
13916,May 3 2021
13917,19/11/2024
13918,Nov 3rd 2022
13919,May 26th 2024
13920,August 6 2020
13921,Jun 9th 2021
13922,March 25 2020
13923,03/23/2020
13924,05/31/2020
13925,09/11/2023
